cloudflare.com,UN,61794
akam.net,UN,17592
googledomains.com,US,7042
nsone.net,US,5141
domaincontrol.com,US,4566
dnsmadeeasy.com,US,3472
nic.ru,RU,2920
cloudns.net,US,1857
alidns.com,CN,1794
azure-dns.org,US,1543
azure-dns.com,US,1542
azure-dns.info,US,1541
azure-dns.net,US,1541
google.com,US,1540
registrar-servers.com,US,1336
ultradns.net,US,1254
gandi.net,FR,1049
cscdns.net,US,1048
ultradns.org,US,1035
digitalocean.com,UN,923
selectel.ru,RU,879
oraclecloud.net,US,814
markmonitor.com,AT,725
name.com,DE,718
ultradns.com,US,693
linode.com,NL,691
ultradns.biz,US,664
dnsimple.com,UN,654
constellix.net,US,653
constellix.com,US,653
hichina.com,CN,642
dnsv5.com,CN,625
worldnic.com,UN,584
ovh.net,FR,539
gannett-dns.com,US,536
dnsv.jp,JP,511
dnsv4.com,CN,509
reg.ru,RU,433
dnspod.net,CN,408
arvancdn.ir,IR,402
ns14.net,DE,396
netnames.net,US,384
eurodns.com,US,350
dns-parking.com,UN,348
yandex.net,RU,344
cscdns.uk,US,302
he.net,US,295
digicertdns.com,US,294
digicertdns.net,US,266
perf1.com,FR,252
ultradns.info,US,251
yahoo.com,HK,250
no-ip.com,US,248
markmonitor.zone,CA,242
wordpress.com,US,241
gcd-dns.com,US,236
ultradns.co.uk,US,235
csof.net,US,228
name-services.com,CA,215
icsn.com,US,208
facebook.com,US,196
dreamhost.com,UN,195
dnsv2.com,CN,190
srv53.org,FR,182
srv53.net,FR,182
xserver.jp,JP,181
att.net,US,181
srv53.com,FR,180
dfn.de,DE,180
360safe.com,CN,176
anycast.me,FR,174
beget.pro,RU,172
beget.com,RU,172
porkbun.com,UN,168
apple.com,US,168
d-53.info,JP,163
d-53.jp,JP,163
topdns.com,NL,161
salesforce.com,US,158
rackspace.com,US,154
dynect.net,US,153
ui-dns.de,DE,153
ui-dns.com,DE,152
alibabadns.com,CN,152
ui-dns.biz,DE,152
easydns.com,CA,151
ui-dns.org,DE,151
inwx.de,AT,150
bunny.net,SI,150
automattic.com,US,146
impervasecuredns.net,US,146
perf1.fr,FR,145
hearstnp.com,US,144
ja.net,GB,143
d-zone.ca,CA,142
dns.fox,US,140
stabletransit.com,US,140
itsfogo.com,US,138
hetzner.com,DE,137
ezoicns.com,US,136
foxdoua.com,US,136
d-53.net,JP,136
dnsmadeeasy.org,US,134
orderbox-dns.com,US,134
edrive-hosting.cz,CZ,134
foundationdns.com,UN,129
foundationdns.net,UN,129
foundationdns.org,UN,129
ddos-guard.net,RU,128
amzndns.com,US,128
amzndns.net,US,128
kr123.com,US,128
amzndns.co.uk,US,128
amzndns.org,US,128
easydns.net,CA,127
schlundtech.de,DE,126
dnsimple-edge.org,US,126
ultradns2.org,US,126
ultradns2.com,US,126
dns.ne.jp,JP,125
mail.ru,RU,124
hyp.net,NO,124
oar.net,US,123
beget.ru,RU,122
hover.com,CA,122
ebaydns.com,US,120
overmobile.net,DE,120
azuregov-dns.us,US,120
register.it,GB,118
dnsnode.net,SE,117
dnsimple-edge.net,US,117
bng-ns.com,NL,117
ns1.yandexcloud.net,RU,114
ns2.yandexcloud.net,RU,114
dnsv3.com,CN,113
bytedns.com,CN,113
rediris.es,US,113
nsone.net.cn,CN,112
hostdl.com,FI,110
home.pl,DE,108
technorail.com,IT,106
easydns.org,CA,105
dnsowl.com,UN,105
uu.net,GB,104
adobe.net,US,104
f5clouddns.com,US,102
netangels.ru,RU,100
ringpublishing.net,US,100
pinterest.com,US,100
dyna-ns.net,UN,98
value-domain.com,UN,98
second-ns.com,DE,98
second-ns.de,DE,97
qq.com,CN,96
rcode0.net,AT,94
centralnic.net,GB,92
siteground.net,US,92
dynu.com,TH,91
vkontakte.ru,RU,91
bosch.de,NL,90
timeweb.org,RU,90
rambler.ru,RU,90
timeweb.ru,PL,90
vercel-dns.com,US,90
sfndns.cn,CN,90
serverstack.com,NL,88
aasaam-ns.net,IR,88
bigrock.in,US,88
aasaam-ns.ir,IR,88
huaweicloud-dns.cn,CN,87
huaweicloud-dns.com,CN,85
myhostadmin.net,CN,85
aliyun.com,CN,84
synerfy.vn,VN,84
zoneedit.com,GB,82
huaweicloud-dns.org,CN,81
tn-cloud.net,US,80
thg-ns.net,US,80
rakuten.co.jp,DE,78
finanze.it,US,78
hoster.kz,KZ,77
dtag.de,DE,77
e-i.net,FR,76
afraid.org,US,76
demysdns.net,US,76
etisalatdomains.ae,AE,76
cdnetdns.net,CN,76
phase8.net,IT,75
liquidweb.com,US,74
first-ns.de,DE,73
level3.net,US,73
nbcuni.com,US,72
twtrdns.net,US,72
surfnet.nl,NL,72
yandex.ru,RU,72
aarnet.net.au,AU,72
dnspod.com,CN,72
dns.br,BR,71
muumuu-domain.com,JP,71
savvis.net,US,70
share-dns.com,CN,69
r01.ru,RU,69
share-dns.net,CN,69
cogentco.com,US,69
zns-53.com,US,68
zdns.google,US,68
zns-53.net,US,68
sectigoweb.com,UN,68
register.com,UN,68
huaweicloud-dns.net,CN,67
edrive.cz,NL,67
hoster.by,BY,66
hp.com,US,66
dnszi.com,KR,65
microsoftonline.com,US,65
allegro.pl,PL,65
hetzner.de,DE,64
one.com,UN,64
websupport.sk,CZ,63
cdns.cn,CN,63
mojohost.com,US,62
sinet.ad.jp,JP,62
gdnsdef.com,HK,61
epi.es,ES,61
nestle.com,US,60
e-ns.org,NL,60
virginmedia.net,GB,60
namecheaphosting.com,US,60
transip.nl,NL,59
interbusiness.it,IT,59
easydns.info,CA,58
gov.br,BR,58
transip.net,NL,58
age.gob.es,UN,58
dtag.net,DE,57
softlayer.com,US,57
demysdns.co.uk,US,57
transip.eu,NL,57
udag.de,DE,56
gs.com,US,56
namefind.com,US,56
udag.org,DE,56
taobao.com,CN,56
warnerbros.com,US,56
incapsecuredns.net,US,56
udag.net,DE,56
bdydns.cn,CN,56
colt.net,DE,56
ns-ncloud.com,KR,56
pavietnam.vn,VN,55
qwest.net,US,55
gldn.net,RU,55
samsung.co.kr,KR,54
ngenix-dns.ru,RU,54
vips.ne.jp,JP,54
gabia.co.kr,KR,54
njalla.in,BV,54
sucuridns.com,US,54
gdnsec.com,HK,54
sap-ag.de,US,54
domainnetwork.se,US,54
reedelsevier.com,US,54
comlaude-dns.eu,US,53
comlaude-dns.co.uk,US,53
arubadns.cz,CZ,53
nease.net,CN,53
domainoo.fr,FR,53
arubadns.net,IT,53
comlaude-dns.com,US,53
comlaude-dns.net,US,53
regway.com,US,52
squarespacedns.com,US,52
ihc.ru,RU,52
bluehost.com,UN,52
cloudns.com,BG,52
m-online.net,DE,52
sotoon53.com,IR,52
volc-dns.com,CN,51
masterhost.ru,RU,51
volc-dns.net,CN,51
getgo.com,US,51
comcast.net,US,50
cloudns.uk,BG,50
brandshelter.com,DE,50
uberns.com,UN,50
brandshelter.net,DE,50
nameself.com,RU,49
dell.com,US,48
xincache.com,CN,48
ford.com,SG,48
dnsbycomodo.net,US,48
ngenix-dns.net,RU,48
opera.com,SG,30
sina.com.cn,CN,29
wikimedia.org,US,27
akamaitech.net,NL,26
salesforce-dns.com,US,26
cedexis.net,US,24
akamaistream.net,NL,23
queniudns.com,CN,21
nstld.com,US,20
sberbank.ru,RU,19
queniudns.net,CN,19
recruit.co.jp,JP,18
bt.net,GB,18
bitnames.com,SG,18
edgedns.ru,RU,17
yahoo.co.jp,JP,16
jpmorganchase.com,US,16
thetexi.com,US,16
edgedns.world,AM,15
samsung.com,KR,15
iponweb.net,IE,15
dxc.com,US,15
bac.com,NL,15
jdcache.com,CN,15
seznam.cz,CZ,14
lg.co.kr,KR,14
secureserver.net,US,14
root-servers.net,US,13
bpldns.com,US,13
166.com,JP,13
akasripcn.net,US,13
baidu.com,CN,13
akaquill.net,US,13
ubisoft.com,NL,12
nr-dns.net,US,12
xxx.org,US,12
theguardiandns.com,US,12
whatsapp.net,US,12
canonical.com,GB,12
bbc.com,IT,12
razerzone.com,US,12
linecorp.com,JP,12
attdns.com,US,12
imdserve.com,US,12
fortinet.com,SG,12
nokia.com,UN,12
ripn.net,RU,12
illumin.com,BG,12
lycos.com,US,12
rogers.com,CA,12
capitalone.com,NL,12
fwdcdn.net,UN,12
bbc.co.uk,US,12
tennoudai.net,JP,12
dynamicnetworkservices.net,US,12
herokudns.net,US,12
bell.ca,CA,12
naver.jp,JP,12
randomserver.com,US,12
vismadns.com,UN,12
cdn30.org,CN,11
ozon.ru,RU,11
zadns.me,VN,10
cdnvideo.ru,RU,10
rr.com,US,10
idnscloud.com,CN,10
dns-servers.net.ru,RU,10
xunlei.net,CN,10
sberdevices.ru,RU,10
accenture.com,UN,10
naver.com,KR,10
qtlglb.info,CN,10
playstation.net,US,10
a2hosting.com,US,10
iana-servers.net,US,10
cdn20.info,CN,10
kddi.ne.jp,JP,10
zadns.vn,VN,10
jd.com,CN,10
people.cn,CN,10
cdn20.org,CN,10
galleryvalery.com,TR,10
afilias-nst.info,US,9
ok.ru,RU,9
as48447.net,GB,9
imcmdb.net,RU,9
tucows.com,CA,9
akadns88.net,NL,9
irondns.net,DE,9
pubnubdns.com,US,9
aaas.org,US,9
akadns99.net,US,9
knt9.xyz,DE,9
belnet.be,BE,9
archive.org,US,9
megafon.ru,RU,8
europa.eu,IE,8
nic.uk,GB,8
hpe.com,US,8
alipay.com,CN,8
charter.com,US,8
imageshack.us,US,8
adriver.ru,RU,8
elcorteingles.es,ES,8
xerox.com,US,8
opendns.com,US,8
dnsfaster.com,US,8
whoeverfindsgodfinds.life,US,8
163img.com,CN,8
zdnscloud.net,CN,8
instagram.com,US,8
wsdvs.info,CN,8
ctrip.com,CN,8
dnsfaster.com,US,8
splunkdns.net,US,8
t0x.net,FR,8
es.net,US,7
ix.ru,RU,7
tds.net,US,7
pch.net,US,7
qunar.com,CN,7
zdnscloud.com,CN,7
zdnscloud.biz,CN,7
cdnhwc10.cn,CN,7
baidu-itm.com,CN,6
ksyuncdn.com,CN,6
bdydns.com,CN,6
qeodns.com,CN,6
teodns.com,CN,6
sohu.com,CN,6
sina.com,CN,6
sas.com,US,6
dhl.com,US,6
gnu.org,US,6
gslb.com,US,6
dnsexit.com,US,6
bytens.net,NL,6
logitech.com,US,6
dns.jp,JP,6
incapdns.net,US,6
qualcomm-inc.com,UN,6
uadns.com,NL,6
firstbytedns.net,RU,6
canon.com,US,6
db-dns.de,DE,5
eurodns.org,DE,5
cnnic.cn,CN,0
cf-ns.com,CN,0
cf-ns.net,CN,0
cf-ns.site,CN,0
cf-ns.tech,CN,0
azure-dns-1.cn,CN,0
azure-dns-2.cn,CN,0
azure-dns-3.cn,CN,0
azure-dns-4.cn,CN,0
nic.ai,UN,0
nic.fr,FR,0
nic.in,IN,0
gov,US,0
mil,US,0
edu,US,0
cn,CN,0
dnsip.com,CN,114
sfndns.com,CN,102
35.net,CN,56
youku.com,CN,36
ename.net,CN,32
zdnscloud.info,CN,31
xundns.com,CN,26
sogou.com,CN,26
icbc.com.cn,CN,24
5read.com,CN,24
cctv.com,CN,24
k618.cn,CN,20
hkirc.net.hk,HK,20
cnmsn.net,CN,15
zol.com,CN,14
pplive.com,CN,14
sdjnptt.net.cn,CN,13
kugou.net,CN,13
zjzs.net,CN,13
cnki.net,CN,12
cs-air.com,CN,12
sharesdns.com,CN,12
boc.cn,CN,12
sfn.cn,CN,12
intel.com,US,12
ccb.com,CN,12
abchina.com,CN,12
pc.com.cn,CN,12
dns-diy.com,CN,12
cmbchina.com,CN,12
volcdns.com,CN,12
myhexin.com,CN,12
resource.edu.cn,CN,10
china.com,CN,10
domainmonger.com,US,10
yodao.net,CN,10
ce.cn,CN,10
jiasule.net,CN,10
51job.com,CN,9
spaceship.net,UN,9
sinopec.com,CN,9
huawei.cn,CN,8
ns1global.net,CN,8
iqiyi.com,CN,8
wechat.com,CN,8
netease.com,CN,8
ppstream.com,CN,8
pa18.com,CN,8
szse.cn,CN,8
xunyouyw.com,CN,8
cmmobile.cn,CN,8
cnki.com.cn,CN,8
fedex.com,US,8
cernet.net,CN,8
cnmobile.net,CN,8
brandcloudns.com,DE,8
365cyd.net,CN,8
huawei.com,CN,8
volcengine-dns.com,CN,8
kangdns.com,CN,8
yylivens.com,CN,8
un.org,UN,8
cdb.com.cn,CN,7
sgcc.cn,CN,7
hefeidns.cn,CN,6
cmbc.com.cn,CN,6
spdb.com.cn,CN,6
oray.com,CN,6
huyatvns.com,CN,6
17173.com,CN,6
capital-online.com.cn,CN,6
jdgslb.com,CN,6
bankcomm.com,CN,6
cgw.cn,CN,6
chinanet.cn,CN,6
cnpc.com.cn,CN,6
jseea.cn,CN,6
julydns.com,CN,5
gzfirst.com,CN,5
22.cn,CN,4
gslzptt.net.cn,CN,4
vgc.com.cn,CN,4
jfjb.com.cn,CN,4
cdeledu.com,CN,4
sse.com.cn,CN,4
foton.com.cn,CN,4
tiancity.com,CN,4
uugame.com,CN,4
soufun.com,CN,4
inspur.com,CN,4
amzndns-cn.net,CN,4
ceair.com,CN,4
bta.net.cn,CN,4
bjedu.com.cn,CN,4
cma.cn,CN,4
iqilu.com,CN,4
cmedns.com,CN,4
dnsv3.net,CN,4
amzndns-cn.com,CN,4
8hy.cn,CN,4
ec.com.cn,CN,4
amzndns-cn.cn,CN,4
china-online.com.cn,CN,4
zdnscloud.org,CN,4
cstnet.cn,CN,4
hao123.com,CN,4
5173.com,CN,4
dns.com.cn,CN,4
dnsnw.com,CN,4
china.org.cn,CN,4
cnolnic.com,CN,4
cnolnic.net,CN,4
95528.com,CN,4
hwclouds-dns.net,CN,3
news.cn,CN,3
hwclouds-dns.com,CN,3
vipxdns.com,CN,3
dns.edu.cn,CN,3
cninfo.com.cn,CN,3
jljlptt.net.cn,CN,3
vipxdns.net,CN,3
amzndns-cn.biz,CN,3
zcmbc.com.cn,CN,3
jlccptt.net.cn,CN,3
vipxdns.info,CN,3
dns2.edu.cn,CN,3
xdnsvip.info,CN,3
xdnsvip.cn,CN,3
sgcc.com.cn,CN,3
xdnsvip.com,CN,3
bizcn.com,CN,3
